G84	G38	-
G42	G38	+
G55	G38	+
G64	G38	+
G49	G38	+
G57	G38	+
G43	G39	+
G56	G39	+
G28	G39	+
G30	G41	+
G50	G41	+
G22	G41	-
G32	G41	-
G24	G41	-
G56	G42	+
G57	G42	+
G72	G43	+
G56	G44	-
G25	G44	-
G37	G44	+
G32	G44	-
G57	G44	-
G81	G45	+
G79	G45	+
G66	G45	+
G99	G45	-
G57	G45	-
G74	G45	-
G64	G45	-
G51	G45	-
G86	G45	+
G82	G45	-
G48	G45	-
G37	G45	-
G38	G45	-
G54	G45	+
G84	G45	+
G62	G45	+
G96	G45	+
G47	G45	+
G48	G46	+
G51	G46	+
G91	G46	+
G54	G46	+
G76	G46	-
G56	G46	+
G28	G46	+
G38	G46	-
G96	G46	-
G88	G46	+
G58	G46	+
G85	G46	+
G47	G46	+
G93	G47	-
G57	G47	-
G81	G47	-
G38	G47	-
G28	G47	-
G55	G47	+
G75	G47	+
G65	G47	-
G79	G47	+
G37	G47	-
G84	G47	-
G72	G47	-
G71	G48	-
G64	G48	-
G57	G48	-
G56	G48	+
G84	G48	-
G28	G48	+
G54	G48	-
G60	G48	+
G81	G48	-
G42	G49	+
G64	G49	+
G20	G50	-
G22	G50	+
G56	G51	+
G47	G51	+
G48	G51	+
G84	G51	-
G54	G51	-
G57	G51	+
G42	G51	+
G38	G51	+
G93	G51	+
G51	G52	+
G47	G52	+
G38	G52	+
G86	G52	+
G79	G52	+
G64	G52	-
G84	G52	-
G35	G52	-
G37	G52	-
G54	G52	-
G99	G52	+
G48	G52	+
G96	G52	-
G74	G52	-
G81	G52	-
G51	G53	-
G56	G53	-
G93	G53	-
G22	G53	-
G37	G53	-
G83	G53	+
G65	G53	+
G67	G53	+
G30	G53	+
G28	G53	+
G54	G56	+
G54	G57	+
G84	G57	-
G75	G57	+
G64	G57	+
G72	G57	+
G40	G57	+
G56	G57	-
G43	G57	-
G91	G58	-
G82	G58	-
G76	G58	-
G65	G58	-
G74	G58	-
G83	G58	-
G81	G58	-
G79	G58	+
G47	G58	+
G53	G58	+
G37	G58	+
G93	G58	+
G33	G58	+
G40	G59	+
G56	G59	+
G71	G59	-
G57	G59	+
G42	G59	-
G54	G60	+
G56	G60	+
G71	G60	+
G57	G61	-
G25	G61	-
G91	G61	+
G47	G61	-
G79	G61	-
G28	G61	+
G65	G61	+
G66	G61	-
G73	G61	-
G84	G61	+
G67	G61	+
G93	G61	+
G26	G61	-
G37	G61	-
G23	G61	-
G56	G61	-
G83	G61	-
G82	G61	-
G51	G62	-
G57	G62	-
G96	G62	-
G63	G62	+
G47	G62	+
G84	G62	-
G37	G62	-
G79	G62	+
G51	G63	-
G38	G63	-
G57	G63	+
G84	G63	+
G82	G63	+
G48	G63	-
G49	G63	+
G54	G63	-
G43	G64	-
G98	G65	-
G28	G65	-
G57	G65	+
G75	G65	+
G57	G66	+
G93	G66	+
G84	G66	-
G83	G66	+
G38	G66	-
G85	G66	-
G97	G67	+
G56	G67	+
G72	G67	-
G57	G67	-
G65	G67	+
G96	G68	-
G91	G68	-
G66	G68	-
G84	G68	-
G46	G68	+
G76	G68	-
G51	G68	-
G80	G68	+
G38	G68	-
G57	G68	-
G93	G68	-
G85	G68	-
G47	G68	+
G72	G69	-
G20	G69	-
G25	G69	-
G40	G69	-
G22	G69	+
G50	G69	+
G54	G70	+
G48	G70	+
G99	G70	+
G51	G70	-
G47	G70	+
G54	G71	-
G40	G71	-
G56	G71	+
G32	G73	+
G37	G73	+
G31	G73	-
G25	G73	-
G56	G73	+
G30	G73	+
G78	G74	+
G81	G74	+
G55	G74	+
G83	G74	+
G37	G74	+
G59	G74	-
G43	G74	+
G72	G74	+
G47	G74	+
G97	G74	-
G56	G76	+
G51	G76	+
G85	G76	-
G82	G76	-
G59	G76	-
G47	G76	+
G78	G76	+
G48	G76	-
G83	G76	-
G84	G76	-
G54	G76	-
G79	G76	+
G51	G77	-
G97	G77	+
G100	G77	+
G28	G77	+
G47	G77	+
G84	G77	-
G57	G77	-
G93	G77	+
G38	G77	+
G93	G78	+
G57	G78	+
G37	G78	+
G42	G78	+
G37	G79	-
G28	G79	-
G55	G79	+
G97	G79	-
G54	G79	-
G84	G79	-
G64	G79	+
G43	G79	-
G72	G79	+
G38	G79	-
G93	G79	+
G98	G79	-
G71	G79	+
G59	G79	-
G85	G80	+
G44	G80	+
G47	G80	+
G97	G81	+
G54	G81	+
G55	G81	+
G72	G81	-
G42	G81	-
G64	G81	-
G38	G81	-
G67	G82	+
G38	G82	+
G65	G82	+
G78	G82	+
G74	G82	+
G79	G82	+
G81	G82	+
G37	G82	+
G47	G82	+
G57	G82	+
G64	G82	+
G93	G82	-
G56	G82	+
G86	G82	+
G51	G82	-
G28	G82	+
G98	G82	-
G98	G83	-
G56	G83	-
G28	G83	-
G93	G83	-
G59	G83	-
G43	G84	-
G56	G84	+
G54	G84	+
G60	G84	+
G51	G85	+
G47	G85	+
G84	G85	+
G57	G85	+
G93	G85	+
G83	G86	+
G38	G86	+
G48	G86	+
G28	G86	+
G54	G86	-
G81	G86	+
G55	G86	+
G64	G86	+
G79	G86	+
G59	G86	-
G72	G86	-
G84	G86	+
G74	G86	-
G38	G87	+
G89	G87	+
G82	G87	+
G47	G87	-
G64	G87	-
G93	G87	+
G57	G87	+
G88	G87	-
G82	G88	-
G47	G88	-
G89	G88	-
G64	G88	+
G38	G88	+
G59	G88	+
G33	G88	-
G76	G88	-
G37	G88	-
G55	G89	-
G78	G89	-
G64	G89	+
G43	G89	-
G55	G90	-
G38	G90	-
G89	G90	-
G28	G90	+
G49	G90	+
G93	G91	+
G51	G91	+
G88	G91	+
G76	G91	+
G64	G91	+
G78	G91	-
G56	G91	-
G84	G91	-
G59	G91	-
G85	G91	+
G48	G91	+
G54	G91	+
G47	G91	+
G38	G91	+
G64	G92	-
G57	G92	+
G82	G92	+
G87	G92	-
G93	G92	-
G88	G92	-
G84	G93	-
G64	G93	-
G56	G93	+
G57	G93	-
G42	G93	-
G38	G93	-
G51	G94	-
G91	G94	+
G66	G94	-
G93	G94	+
G76	G94	-
G57	G94	+
G91	G95	+
G32	G95	+
G84	G95	+
G72	G95	+
G40	G95	-
G51	G96	+
G97	G96	+
G84	G96	+
G85	G96	-
G66	G96	+
G91	G96	-
G76	G96	-
G72	G96	-
G47	G96	+
G82	G96	+
G38	G96	+
G93	G96	-
G84	G97	+
G43	G97	+
G40	G97	+
G72	G97	-
G59	G98	+
G56	G98	+
G60	G98	+
G84	G98	+
G28	G98	+
G84	G99	-
G59	G99	-
G53	G99	-
G26	G99	-
G83	G99	+
G96	G100	-
G93	G100	+
G47	G100	+
G82	G100	-
G51	G100	+
