G15	G52	-
G83	G55	+
G75	G55	+
G48	G55	+
G42	G55	+
G53	G55	+
G81	G56	+
G5	G56	+
G31	G56	+
G45	G56	-
G63	G56	-
G60	G56	-
G8	G56	-
G13	G57	+
G46	G57	+
G15	G57	+
G27	G57	+
G8	G58	+
G89	G59	+
G42	G59	+
G83	G59	+
G72	G59	-
G53	G59	-
G64	G59	+
G62	G59	+
G36	G59	+
G8	G59	-
G73	G59	-
G50	G60	+
G20	G60	+
G47	G61	+
G90	G61	-
G6	G61	+
G74	G61	+
G4	G61	-
G83	G62	+
G48	G62	+
G73	G62	+
G53	G62	+
G77	G63	-
G62	G64	-
G51	G64	-
G73	G64	+
G83	G64	+
G54	G66	+
G32	G66	+
G70	G67	-
G42	G67	+
G53	G67	+
G8	G67	+
G50	G68	+
G27	G69	-
G44	G69	+
G66	G69	+
G12	G70	+
G50	G70	+
G64	G70	+
G49	G70	+
G31	G70	-
G60	G70	-
G81	G70	-
G30	G70	+
G66	G71	+
G8	G71	+
G51	G71	+
G87	G72	-
G54	G72	-
G8	G72	+
G75	G72	+
G32	G72	-
G66	G72	-
G53	G73	+
G13	G74	+
G47	G74	-
G83	G75	-
G73	G75	-
G53	G75	+
G54	G76	-
G17	G76	-
G72	G76	-
G97	G76	-
G8	G76	-
G49	G78	-
G33	G78	+
G8	G78	-
G46	G79	-
G13	G79	+
G44	G80	-
G15	G80	-
G32	G80	+
G54	G80	+
G89	G80	-
G60	G81	+
G49	G81	+
G8	G81	-
G50	G81	+
G20	G81	-
G51	G82	+
G8	G82	+
G81	G82	-
G73	G83	+
G53	G83	+
G53	G84	-
G73	G84	+
G6	G85	-
G74	G85	-
G31	G85	+
G100	G85	+
G47	G85	-
G8	G86	-
G81	G86	-
G50	G86	-
G75	G87	-
G83	G88	+
G22	G88	-
G53	G88	-
G50	G89	+
G49	G89	+
G32	G89	+
G36	G89	+
G54	G89	-
G19	G90	-
G13	G90	-
G47	G90	-
G46	G90	+
G27	G90	+
G21	G90	-
G8	G90	-
G31	G90	+
G15	G90	+
G55	G91	-
G62	G91	-
G42	G91	+
G83	G91	+
G53	G91	-
G15	G92	-
G65	G92	-
G11	G92	+
G51	G92	+
G15	G93	+
G92	G93	+
G40	G93	+
G85	G93	+
G47	G93	+
G27	G93	+
G81	G94	-
G86	G94	+
G6	G94	+
G50	G94	-
G27	G95	+
G92	G95	+
G47	G95	-
G40	G95	+
G85	G95	-
G75	G96	+
G54	G97	+
G66	G97	+
G32	G97	-
G8	G97	-
G43	G98	+
G2	G98	+
G13	G98	+
G5	G98	+
G46	G98	-
G11	G98	-
G93	G99	-
G95	G99	-
G15	G99	+
G100	G99	-
G52	G99	+
G8	G99	+
G92	G100	+
G27	G100	+
G47	G100	-
G40	G100	-
G15	G100	-
